 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
88,703,2,2,508,2796,254,254,254,0,1398,1398,1398,0,4699857.752,5689.900427,234.3333333,361.5139463,651,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,2844.950213,2844.950213,254,1398,711.6,626.5946058,392620.8,0,0,0,0,0,0,0,0,1,889.5,254,1398,64,0,0,0,0,0,0,2,508,2,2796,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,170,2,2,64,96,32,32,32,0,48,48,48,0,941176.4706,23529.41176,56.66666667,92.08872533,163,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11764.70588,11764.70588,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,185,2,2,64,96,32,32,32,0,48,48,48,0,864864.8649,21621.62162,61.66666667,101.6136474,179,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10810.81081,10810.81081,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,140,2,2,88,188,44,44,44,0,94,94,94,0,1971428.571,28571.42857,46.66666667,76.50054466,135,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,64,14285.71429,14285.71429,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,400,2,2,360,358,180,180,180,0,179,179,179,0,1795000,10000,133.3333333,225.7439553,394,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,5000,5000,179,180,179.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,224.5,180,179,64,0,0,0,0,0,0,2,360,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,143,2,2,102,224,51,51,51,0,112,112,112,0,2279720.28,27972.02797,47.66666667,77.36493607,137,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,13986.01399,13986.01399,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,155,2,2,88,188,44,44,44,0,94,94,94,0,1780645.161,25806.45161,51.66666667,84.2931393,149,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12903.22581,12903.22581,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,165,2,2,64,96,32,32,32,0,48,48,48,0,969696.9697,24242.42424,55,89.20201791,158,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12121.21212,12121.21212,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,1024,2,2,2944,658,1472,1472,1472,0,329,329,329,0,3517578.125,3906.25,341.3333333,583.4126613,1015,4,5,5,0,5,5,4,4,0,4,4,0,0,0,0,64,64,1953.125,1953.125,329,1472,1014.8,626.0468832,391934.7,0,0,0,0,0,0,0,0,1,1268.5,1472,329,64,0,0,0,0,0,0,2,2944,2,658,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,181,2,2,64,158,32,32,32,0,79,79,79,0,1226519.337,22099.44751,60.33333333,102.7683479,179,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11049.72376,11049.72376,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,167,2,2,88,188,44,44,44,0,94,94,94,0,1652694.611,23952.09581,55.66666667,92.95339334,163,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,64,64,11976.0479,11976.0479,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,168,2,2,88,188,44,44,44,0,94,94,94,0,1642857.143,23809.52381,56,91.7986928,162,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11904.7619,11904.7619,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,199,2,2,88,188,44,44,44,0,94,94,94,0,1386934.673,20100.50251,66.33333333,75.87050371,150,2,2,2,0,2,2,47,47,0,47,47,0,0,0,0,64,64,10050.25126,10050.25126,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,245,2,2,64,158,32,32,32,0,79,79,79,0,906122.449,16326.53061,81.66666667,139.7187651,243,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8163.265306,8163.265306,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,171,2,2,102,224,51,51,51,0,112,112,112,0,1906432.749,23391.81287,57,93.53074361,165,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11695.90643,11695.90643,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,203,2,2,88,188,44,44,44,0,94,94,94,0,1359605.911,19704.4335,67.66666667,111.1410515,196,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,9852.216749,9852.216749,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,93,1,4,0,12,0,0,0,0,6,0,3,3.464101615,129032.2581,53763.44086,23.25,33.58943286,72,1,0,0,0,0,0,74,24.66666667,40.99186911,72,1,0,0,0,0,32,104,10752.68817,43010.75269,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
49483,5,1,1,6,6,6,6,6,0,6,6,6,0,2400000,400000,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,200000,200000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,389,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49482,95,1,3,6,18,6,6,6,0,6,6,6,0,252631.5789,42105.26316,31.66666667,26.57693235,48,1,0,0,0,0,0,49,24.5,33.23401872,48,1,0,0,0,0,20,60,10526.31579,31578.94737,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,229,255,0,20,0,0,0,0,0,0,0,0,BENIGN
21,49,1,2,6,12,6,6,6,0,6,6,6,0,367346.9388,61224.4898,24.5,33.23401872,48,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,20408.16327,40816.32653,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,255,229,0,20,0,0,0,0,0,0,0,0,BENIGN
43393,80,3,0,18,0,6,6,6,0,0,0,0,0,225000,37500,40,55.15432893,79,1,80,40,55.15432893,79,1,0,0,0,0,0,0,0,0,0,60,0,37500,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,256,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
49563,187,2,1,37,6,31,6,18.5,17.67766953,6,6,6,0,229946.5241,16042.78075,93.5,74.24621202,146,41,187,187,0,187,187,0,0,0,0,0,1,0,0,0,40,20,10695.18717,5347.593583,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6,40,0,0,0,0,0,0,2,37,1,6,980,0,1,20,0,0,0,0,0,0,0,0,BENIGN
49564,3,1,1,6,6,6,6,6,0,6,6,6,0,4000000,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,946,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49565,3,1,1,6,6,6,6,6,0,6,6,6,0,4000000,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,946,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49558,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
49554,235,2,0,12,0,6,6,6,0,0,0,0,0,51063.82979,8510.638298,235,0,235,235,235,235,0,235,235,0,0,0,0,0,0,0,0,0,40,0,8510.638298,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
49552,43,1,1,6,6,6,6,6,0,6,6,6,0,279069.7674,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,368,258,0,20,0,0,0,0,0,0,0,0,BENIGN
49467,49,1,1,6,6,6,6,6,0,6,6,6,0,244897.9592,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,513,258,0,20,0,0,0,0,0,0,0,0,BENIGN
49450,49,1,1,6,6,6,6,6,0,6,6,6,0,244897.9592,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,509,257,0,20,0,0,0,0,0,0,0,0,BENIGN
138,112430018,26,0,6058,0,233,233,233,0,0,0,0,0,53.8824071,0.231254966,4497200.72,22500000,112000000,1,112000000,4497200.72,22500000,112000000,1,0,0,0,0,0,0,0,0,0,676,0,0.231254966,0,233,233,233,0,0,0,0,0,0,0,0,0,0,0,241.9615385,233,0,676,0,0,0,0,0,0,26,6058,0,0,-1,-1,25,20,64,0,64,64,112000000,0,112000000,112000000,BENIGN
138,40,26,0,5863,0,237,214,225.5,11.72774488,0,0,0,0,147000000,650000,1.6,1.224744871,7,1,40,1.6,1.224744871,7,1,0,0,0,0,0,0,0,0,0,832,0,650000,0,214,237,225.9259259,11.71102678,137.1481481,0,0,0,0,0,0,0,0,0,234.6153846,225.5,0,832,0,0,0,0,0,0,26,5863,0,0,-1,-1,25,32,0,0,0,0,0,0,0,0,BENIGN
137,67853631,78,0,3900,0,50,50,50,0,0,0,0,0,57.47665884,1.149533177,881215.987,7370276.096,64700000,1,67900000,881215.987,7370276.096,64700000,1,0,0,0,0,0,0,0,0,0,1872,0,1.149533177,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,50.64102564,50,0,1872,0,0,0,0,0,0,78,3900,0,0,-1,-1,77,20,1588756,0,1588756,1588756,64700000,0,64700000,64700000,BENIGN
443,111085776,21,20,8548,3344,4630,0,407.047619,1242.344698,1533,0,167.2,455.3165007,107.0524097,0.369084157,2777144.4,4503745.906,10200000,3,111000000,5550110.7,5122257.949,10300000,209,111000000,5842201.421,5106972.652,10300000,3,0,0,0,0,680,648,0.189043105,0.180041052,0,4630,283.1428571,930.2344465,865336.1254,0,0,0,1,0,0,0,0,0,290.0487805,407.047619,167.2,680,0,0,0,0,0,0,21,8548,20,3344,29200,189,4,32,105217.6364,70813.70118,318721,83554,9985892.727,507025.3998,10200000,8467968,BENIGN
53,91125,1,1,59,317,59,59,59,0,317,317,317,0,4126.200274,21.9478738,91125,0,91125,91125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.9739369,10.9739369,59,317,145,148.9563695,22188,0,0,0,0,0,0,0,0,1,217.5,59,317,20,0,0,0,0,0,0,1,59,1,317,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,91562,1,1,59,267,59,59,59,0,267,267,267,0,3560.428999,21.84312269,91562,0,91562,91562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.92156135,10.92156135,59,267,128.3333333,120.088856,14421.33333,0,0,0,0,0,0,0,0,1,192.5,59,267,20,0,0,0,0,0,0,1,59,1,267,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,490,1,1,89,167,89,89,89,0,167,167,167,0,522448.9796,4081.632653,490,0,490,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2040.816327,2040.816327,89,167,115,45.033321,2028,0,0,0,0,0,0,0,0,1,172.5,89,167,20,0,0,0,0,0,0,1,89,1,167,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,92783,2,2,96,356,48,48,48,0,178,178,178,0,4871.582079,43.11134583,30927.66667,53563.95992,92778,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,40,40,21.55567291,21.55567291,48,178,100,71.20393248,5070,0,0,0,0,0,0,0,0,1,125,48,178,40,0,0,0,0,0,0,2,96,2,356,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,91730,2,2,96,612,48,48,48,0,306,306,306,0,7718.303717,43.60623569,30576.66667,52954.27802,91723,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,21.80311785,21.80311785,48,306,151.2,141.3124198,19969.2,0,0,0,0,0,0,0,0,1,189,48,306,40,0,0,0,0,0,0,2,96,2,612,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,115913534,16,14,437,796,437,0,27.3125,109.25,796,0,56.85714286,212.7399486,10.63723931,0.258813608,3997018.414,4980592.266,10200000,0,116000000,7727568.933,4368248.029,10200000,116,113000000,8662992.231,3839292.238,10200000,904,0,0,0,0,520,456,0.138033924,0.120779684,0,796,39.77419355,160.7838528,25851.44731,0,0,0,1,0,0,0,0,0,41.1,27.3125,56.85714286,520,0,0,0,0,0,0,16,437,14,796,29200,285,1,32,25887.36364,7424.209497,48269,23490,10200000,13827.65933,10200000,10200000,BENIGN
49471,54,1,1,6,6,6,6,6,0,6,6,6,0,222222.2222,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18518.51852,18518.51852,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,980,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49446,7,1,1,6,6,6,6,6,0,6,6,6,0,1714285.714,285714.2857,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,142857.1429,142857.1429,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,946,255,0,20,0,0,0,0,0,0,0,0,BENIGN
49447,24,1,1,6,6,6,6,6,0,6,6,6,0,500000,83333.33333,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41666.66667,41666.66667,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,946,255,0,20,0,0,0,0,0,0,0,0,BENIGN
49445,34,1,1,6,6,6,6,6,0,6,6,6,0,352941.1765,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,946,255,0,20,0,0,0,0,0,0,0,0,BENIGN
49473,78,1,1,6,6,6,6,6,0,6,6,6,0,153846.1538,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12820.51282,12820.51282,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,256,0,20,0,0,0,0,0,0,0,0,BENIGN
80,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,969081,13,10,4753,6764,1460,0,365.6153846,499.6634765,2229,0,676.4,802.2323299,11884.45548,23.73382617,44049.13636,86194.86353,372528,3,969081,80756.75,112159.5289,372528,3,718820,79868.88889,142628.5893,453839,48,0,0,0,0,272,212,13.41477131,10.31905486,0,2229,479.875,645.195374,416277.0707,0,0,0,1,0,0,0,0,0,500.7391304,365.6153846,676.4,272,0,0,0,0,0,0,13,4753,10,6764,8192,251,12,20,0,0,0,0,0,0,0,0,BENIGN
139,64498,49,30,2488,3120,194,0,50.7755102,65.99850545,406,0,104,124.871244,86948.43251,1224.844181,826.8974359,4990.6184,42952,1,64498,1343.708333,7022.180291,47960,1,64077,2209.551724,8132.316405,43150,3,0,0,0,0,1592,976,759.7134795,465.1307017,0,406,70.1,95.39784781,9100.749367,0,0,0,1,0,0,0,0,0,70.98734177,50.7755102,104,1592,0,0,0,0,0,0,49,2488,30,3120,65535,269,22,32,0,0,0,0,0,0,0,0,BENIGN
139,11652,1,1,0,0,0,0,0,0,0,0,0,0,0,171.6443529,11652,0,11652,11652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,85.82217645,85.82217645,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,65535,269,0,32,0,0,0,0,0,0,0,0,BENIGN
443,118488798,53,37,33796,9426,1733,0,637.6603774,556.001347,1460,0,254.7567568,351.6545342,364.777099,0.759565474,1331334.809,5089984.282,35200000,48,118000000,2278630.731,6519882.423,35200000,381,118000000,3289300.139,7684479.901,35300000,48,0,0,0,0,1072,752,0.447299668,0.312265806,0,1733,474.967033,515.855545,266106.9433,0,0,0,1,0,0,0,0,0,480.2444444,637.6603774,254.7567568,1072,0,0,0,0,0,0,53,33796,37,9426,8192,513,52,20,4732016.6,8450270.932,19600000,179499,18900000,12100000,35200000,5060111,BENIGN
53,1277319,2,2,123,279,73,50,61.5,16.26345597,173,106,139.5,47.37615434,314.7216944,3.131559148,425773,351699.0064,704748,30704,1246615,1246615,0,1246615,1246615,735452,735452,0,735452,735452,0,0,0,0,52,40,1.565779574,1.565779574,50,173,95,47.95310209,2299.5,0,0,0,0,0,0,0,0,1,118.75,61.5,139.5,52,0,0,0,0,0,0,2,123,2,279,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,170,2,2,46,46,23,23,23,0,23,23,23,0,541176.4706,23529.41176,56.66666667,15.011107,74,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,11764.70588,11764.70588,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,206,2,2,46,46,23,23,23,0,23,23,23,0,446601.9417,19417.47573,68.66666667,35.79571669,110,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9708.737864,9708.737864,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,150,2,2,46,46,23,23,23,0,23,23,23,0,613333.3333,26666.66667,50,84.87048957,148,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,13333.33333,13333.33333,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,171,2,2,46,46,23,23,23,0,23,23,23,0,538011.6959,23391.81287,57,61.99193496,123,0,48,48,0,48,48,0,0,0,0,0,0,0,0,0,64,64,11695.90643,11695.90643,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,191,2,2,46,46,23,23,23,0,23,23,23,0,481675.3927,20942.40838,63.66666667,69.83074776,140,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,64,64,10471.20419,10471.20419,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,149,2,2,46,46,23,23,23,0,23,23,23,0,617449.6644,26845.63758,49.66666667,85.16063253,148,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,64,13422.81879,13422.81879,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,144,2,2,46,46,23,23,23,0,23,23,23,0,638888.8889,27777.77778,48,81.40638796,142,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,13888.88889,13888.88889,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
49484,82,1,1,6,6,6,6,6,0,6,6,6,0,146341.4634,24390.2439,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12195.12195,12195.12195,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,251,256,0,20,0,0,0,0,0,0,0,0,BENIGN
53,196,2,2,46,46,23,23,23,0,23,23,23,0,469387.7551,20408.16327,65.33333333,30.022214,100,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,10204.08163,10204.08163,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,210,2,2,46,46,23,23,23,0,23,23,23,0,438095.2381,19047.61905,70,114.3153533,202,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,9523.809524,9523.809524,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,169,2,2,46,46,23,23,23,0,23,23,23,0,544378.6982,23668.63905,56.33333333,92.37604307,163,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11834.31953,11834.31953,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,160,2,2,46,46,23,23,23,0,23,23,23,0,575000,25000,53.33333333,90.64399226,158,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12500,12500,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
137,19,13,0,650,0,50,50,50,0,0,0,0,0,34200000,684210.5263,1.583333333,1.443375673,6,1,19,1.583333333,1.443375673,6,1,0,0,0,0,0,0,0,0,0,260,0,684210.5263,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,53.84615385,50,0,260,0,0,0,0,0,0,13,650,0,0,-1,-1,12,20,0,0,0,0,0,0,0,0,BENIGN
49203,224,1,2,0,0,0,0,0,0,0,0,0,0,0,13392.85714,112,90.50966799,176,48,0,0,0,0,0,48,48,0,48,48,0,0,0,0,32,64,4464.285714,8928.571429,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,269,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
53,207,2,2,46,46,23,23,23,0,23,23,23,0,444444.4444,19323.6715,69,118.6465339,206,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,64,64,9661.835749,9661.835749,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,195,2,2,46,46,23,23,23,0,23,23,23,0,471794.8718,20512.82051,65,30.31501278,100,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,64,64,10256.41026,10256.41026,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,149,2,2,46,46,23,23,23,0,23,23,23,0,617449.6644,26845.63758,49.66666667,84.2931393,147,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,13422.81879,13422.81879,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
